Time_s,X,Y,Z
153.417,0.453,-0.063,-0.891
153.45,0.453,-0.066,-0.891
153.483,0.465,-0.047,-0.887
153.516,0.465,-0.063,-0.895
153.549,0.469,-0.074,-0.891
153.582,0.461,-0.07,-0.887
153.615,0.453,-0.063,-0.891
153.648,0.461,-0.063,-0.895
153.681,0.465,-0.066,-0.883
153.714,0.465,-0.074,-0.887
153.747,0.465,-0.07,-0.891
153.78,0.461,-0.059,-0.887
153.813,0.461,-0.059,-0.887
153.846,0.469,-0.066,-0.887
153.879,0.473,-0.066,-0.887
153.912,0.465,-0.066,-0.887
153.945,0.465,-0.066,-0.887
153.978,0.465,-0.055,-0.891
154.011,0.461,-0.063,-0.891
154.044,0.469,-0.07,-0.887
154.077,0.465,-0.07,-0.891
154.11,0.461,-0.063,-0.887
154.143,0.461,-0.059,-0.891
154.176,0.461,-0.066,-0.891
154.209,0.465,-0.07,-0.887
154.242,0.465,-0.066,-0.883
154.275,0.465,-0.063,-0.891
154.308,0.461,-0.063,-0.887
154.341,0.465,-0.063,-0.887
154.374,0.469,-0.074,-0.887
154.407,0.465,-0.07,-0.887
154.44,0.465,-0.063,-0.887
154.473,0.465,-0.055,-0.887
154.506,0.465,-0.07,-0.887
154.539,0.461,-0.063,-0.887
154.572,0.465,-0.066,-0.887
154.605,0.465,-0.066,-0.887
154.638,0.465,-0.07,-0.887
154.671,0.461,-0.063,-0.883
154.704,0.465,-0.066,-0.887
154.737,0.465,-0.066,-0.887
154.77,0.465,-0.078,-0.891
154.803,0.461,-0.07,-0.887
154.836,0.461,-0.063,-0.887
154.869,0.465,-0.066,-0.887
154.902,0.457,-0.066,-0.887
154.935,0.461,-0.066,-0.887
154.968,0.473,-0.063,-0.887
155.001,0.465,-0.074,-0.891
155.034,0.461,-0.066,-0.887
155.067,0.453,-0.066,-0.887
155.1,0.461,-0.07,-0.887
155.133,0.461,-0.07,-0.887
155.166,0.465,-0.07,-0.887
155.199,0.461,-0.07,-0.887
155.232,0.457,-0.066,-0.887
155.265,0.461,-0.066,-0.887
155.298,0.461,-0.066,-0.891
155.331,0.461,-0.07,-0.887
155.364,0.461,-0.066,-0.887
155.397,0.461,-0.07,-0.891
155.43,0.461,-0.063,-0.891
155.463,0.469,-0.055,-0.887
155.496,0.469,-0.07,-0.887
155.529,0.461,-0.078,-0.891
155.562,0.457,-0.063,-0.887
155.595,0.457,-0.059,-0.898
155.628,0.465,-0.066,-0.887
155.661,0.469,-0.066,-0.887
155.694,0.465,-0.063,-0.887
155.727,0.465,-0.074,-0.887
155.76,0.461,-0.066,-0.887
155.793,0.457,-0.059,-0.891
155.826,0.465,-0.074,-0.891
155.859,0.465,-0.07,-0.891
155.892,0.465,-0.066,-0.891
155.925,0.469,-0.074,-0.887
155.958,0.48,-0.063,-0.887
155.991,0.457,-0.059,-0.887
156.024,0.453,-0.063,-0.891
156.057,0.465,-0.07,-0.887
156.09,0.473,-0.074,-0.883
156.123,0.461,-0.07,-0.895
156.156,0.453,-0.07,-0.902
156.189,0.457,-0.066,-0.891
156.222,0.465,-0.07,-0.887
156.255,0.465,-0.063,-0.887
156.288,0.465,-0.063,-0.887
156.321,0.492,-0.066,-0.879
156.354,0.477,-0.059,-0.891
156.387,0.418,-0.063,-0.918
156.42,0.422,-0.055,-0.898
156.453,0.496,-0.07,-0.883
156.486,0.5,-0.07,-0.879
156.519,0.473,-0.055,-0.891
156.552,0.484,-0.051,-0.883
156.585,0.516,-0.051,-0.867
156.618,0.523,-0.078,-0.875
156.651,0.465,-0.074,-0.887
156.684,0.449,-0.066,-0.887
156.717,0.477,-0.063,-0.883
156.75,0.5,-0.074,-0.883
156.783,0.535,-0.109,-0.891
156.816,0.379,-0.047,-0.898
156.849,0.473,-0.055,-0.883
156.882,0.465,-0.063,-0.887
156.915,0.473,-0.066,-0.887
156.948,0.473,-0.059,-0.891
156.981,0.461,-0.066,-0.891
157.014,0.461,-0.059,-0.891
157.047,0.465,-0.07,-0.883
157.08,0.477,-0.059,-0.887
157.113,0.488,-0.063,-0.887
157.146,0.48,-0.066,-0.887
157.179,0.477,-0.074,-0.883
157.212,0.453,-0.059,-0.879
157.245,0.449,-0.066,-0.891
157.278,0.477,-0.066,-0.887
157.311,0.477,-0.086,-0.887
157.344,0.488,-0.082,-0.898
157.377,0.441,-0.063,-0.887
157.41,0.48,-0.063,-0.887
157.443,0.48,-0.059,-0.887
157.476,0.461,-0.082,-0.891
157.509,0.469,-0.086,-0.891
157.542,0.441,-0.059,-0.887
157.575,0.496,-0.066,-0.879
157.608,0.496,-0.07,-0.883
157.641,0.469,-0.07,-0.887
157.674,0.457,-0.063,-0.891
157.707,0.469,-0.07,-0.891
157.74,0.477,-0.059,-0.887
157.773,0.488,-0.059,-0.879
157.806,0.477,-0.063,-0.883
157.839,0.465,-0.066,-0.879
157.872,0.473,-0.07,-0.891
157.905,0.465,-0.082,-0.891
157.938,0.434,-0.055,-0.902
157.971,0.441,-0.066,-0.898
158.004,0.473,-0.066,-0.887
158.037,0.48,-0.07,-0.887
158.07,0.453,-0.074,-0.891
158.103,0.469,-0.074,-0.891
158.136,0.465,-0.082,-0.887
158.169,0.445,-0.078,-0.898
158.202,0.418,-0.059,-0.906
158.235,0.457,-0.063,-0.887
158.268,0.496,-0.078,-0.883
158.301,0.484,-0.074,-0.887
158.334,0.438,-0.066,-0.902
158.367,0.43,-0.07,-0.891
158.4,0.461,-0.082,-0.891
158.433,0.473,-0.02,-0.875
158.466,0.438,-0.066,-0.895
158.499,0.441,-0.078,-0.898
158.532,0.457,-0.078,-0.887
158.565,0.465,-0.082,-0.887
158.598,0.457,-0.074,-0.898
158.631,0.441,-0.051,-0.898
158.664,0.426,-0.027,-0.902
158.697,0.457,-0.051,-0.891
158.73,0.496,-0.094,-0.883
158.763,0.48,-0.09,-0.891
158.796,0.438,-0.059,-0.898
158.829,0.43,-0.051,-0.895
158.862,0.465,-0.059,-0.887
158.895,0.473,-0.082,-0.887
158.928,0.457,-0.07,-0.895
158.961,0.438,-0.074,-0.895
158.994,0.441,-0.066,-0.895
159.027,0.457,-0.059,-0.891
159.06,0.473,-0.063,-0.891
159.093,0.465,-0.066,-0.891
159.126,0.441,-0.07,-0.891
159.159,0.438,-0.063,-0.898
159.192,0.465,-0.055,-0.891
159.225,0.465,-0.07,-0.887
159.258,0.465,-0.063,-0.891
159.291,0.461,-0.066,-0.891
159.324,0.453,-0.063,-0.895
159.357,0.461,-0.074,-0.891
159.39,0.461,-0.07,-0.898
159.423,0.457,-0.059,-0.891
159.456,0.457,-0.059,-0.891
159.489,0.461,-0.059,-0.887
159.522,0.461,-0.063,-0.891
159.555,0.461,-0.066,-0.891
159.588,0.469,-0.063,-0.887
159.621,0.465,-0.063,-0.895
159.654,0.438,-0.063,-0.898
159.687,0.434,-0.063,-0.895
159.72,0.469,-0.066,-0.887
159.753,0.488,-0.066,-0.883
159.786,0.469,-0.063,-0.895
159.819,0.441,-0.063,-0.898
159.852,0.457,-0.059,-0.891
159.885,0.48,-0.063,-0.887
159.918,0.461,-0.059,-0.898
159.951,0.453,-0.059,-0.895
159.984,0.473,-0.063,-0.891
160.017,0.477,-0.074,-0.891
160.05,0.457,-0.078,-0.895
160.083,0.434,-0.059,-0.902
160.116,0.445,-0.063,-0.891
160.149,0.461,-0.07,-0.891
160.182,0.457,-0.063,-0.891
160.215,0.434,-0.055,-0.898
160.248,0.453,-0.063,-0.891
160.281,0.473,-0.066,-0.887
160.314,0.465,-0.07,-0.887
160.347,0.445,-0.07,-0.895
160.38,0.434,-0.063,-0.902
160.413,0.441,-0.047,-0.902
160.446,0.469,-0.059,-0.887
160.479,0.484,-0.074,-0.883
160.512,0.465,-0.078,-0.895
160.545,0.445,-0.059,-0.895
160.578,0.457,-0.055,-0.887
160.611,0.477,-0.063,-0.887
160.644,0.473,-0.074,-0.883
160.677,0.449,-0.07,-0.895
160.71,0.434,-0.066,-0.902
160.743,0.441,-0.066,-0.891
160.776,0.473,-0.07,-0.891
160.809,0.477,-0.07,-0.887
160.842,0.457,-0.066,-0.891
160.875,0.441,-0.066,-0.891
160.908,0.453,-0.051,-0.891
160.941,0.469,-0.066,-0.887
160.974,0.465,-0.078,-0.891
161.007,0.453,-0.078,-0.891
161.04,0.461,-0.07,-0.887
161.073,0.473,-0.063,-0.887
161.106,0.484,-0.07,-0.883
161.139,0.48,-0.066,-0.883
161.172,0.484,-0.063,-0.879
161.205,0.477,-0.059,-0.879
161.238,0.473,-0.063,-0.883
161.271,0.465,-0.066,-0.883
161.304,0.469,-0.063,-0.887
161.337,0.477,-0.063,-0.879
161.37,0.473,-0.066,-0.879
161.403,0.469,-0.063,-0.887
161.436,0.461,-0.059,-0.887
161.469,0.469,-0.063,-0.887
161.502,0.469,-0.066,-0.887
161.535,0.457,-0.063,-0.887
161.568,0.441,-0.07,-0.898
161.601,0.445,-0.066,-0.895
161.634,0.449,-0.066,-0.891
161.667,0.461,-0.063,-0.891
161.7,0.453,-0.063,-0.891
161.733,0.445,-0.059,-0.891
161.766,0.461,-0.078,-0.891
161.799,0.465,-0.066,-0.895
161.832,0.457,-0.063,-0.891
161.865,0.453,-0.063,-0.895
161.898,0.461,-0.051,-0.898
161.931,0.461,-0.059,-0.891
161.964,0.449,-0.059,-0.898
161.997,0.453,-0.055,-0.891
162.03,0.465,-0.055,-0.891
162.063,0.457,-0.063,-0.891
162.096,0.453,-0.063,-0.895
162.129,0.445,-0.059,-0.906
162.162,0.449,-0.055,-0.902
162.195,0.453,-0.063,-0.895
162.228,0.449,-0.059,-0.895
162.261,0.445,-0.059,-0.898
162.294,0.457,-0.055,-0.898
162.327,0.461,-0.07,-0.898
162.36,0.449,-0.063,-0.902
162.393,0.453,-0.055,-0.891
162.426,0.453,-0.063,-0.898
162.459,0.453,-0.059,-0.891
162.492,0.461,-0.063,-0.891
162.525,0.441,-0.063,-0.898
162.558,0.438,-0.066,-0.902
162.591,0.453,-0.066,-0.891
162.624,0.453,-0.059,-0.891
162.657,0.449,-0.055,-0.895
162.69,0.461,-0.066,-0.895
162.723,0.461,-0.059,-0.887
162.756,0.453,-0.055,-0.895
162.789,0.445,-0.059,-0.898
162.822,0.453,-0.063,-0.895
162.855,0.465,-0.063,-0.891
162.888,0.453,-0.047,-0.902
162.921,0.449,-0.059,-0.902
162.954,0.441,-0.07,-0.898
162.987,0.445,-0.066,-0.898
163.02,0.449,-0.059,-0.898
163.053,0.449,-0.055,-0.895
163.086,0.445,-0.059,-0.895
163.119,0.445,-0.066,-0.898
163.152,0.453,-0.063,-0.898
163.185,0.453,-0.066,-0.895
163.218,0.445,-0.063,-0.891
163.251,0.441,-0.055,-0.898
163.284,0.449,-0.055,-0.898
163.317,0.453,-0.055,-0.891
163.35,0.453,-0.059,-0.902
163.383,0.449,-0.051,-0.906
163.416,0.445,-0.066,-0.902
163.449,0.445,-0.059,-0.898
163.482,0.445,-0.059,-0.895
163.515,0.449,-0.059,-0.895
163.548,0.438,-0.059,-0.895
163.581,0.445,-0.059,-0.898
163.614,0.449,-0.055,-0.891
163.647,0.453,-0.066,-0.898
163.68,0.441,-0.059,-0.898
163.713,0.445,-0.063,-0.898
163.746,0.449,-0.066,-0.898
163.779,0.453,-0.063,-0.891
163.812,0.441,-0.063,-0.902
163.845,0.441,-0.059,-0.898
163.878,0.457,-0.059,-0.902
163.911,0.453,-0.063,-0.895
163.944,0.434,-0.059,-0.906
163.977,0.449,-0.059,-0.902
164.01,0.453,-0.059,-0.891
164.043,0.449,-0.055,-0.895
164.076,0.449,-0.055,-0.898
164.109,0.449,-0.063,-0.898
164.142,0.453,-0.063,-0.895
164.175,0.449,-0.059,-0.898
164.208,0.449,-0.059,-0.895
164.241,0.453,-0.063,-0.891
164.274,0.445,-0.063,-0.898
164.307,0.441,-0.063,-0.895
164.34,0.449,-0.063,-0.898
164.373,0.441,-0.047,-0.898
164.406,0.449,-0.063,-0.902
164.439,0.449,-0.059,-0.895
164.472,0.449,-0.063,-0.898
164.505,0.445,-0.063,-0.895
164.538,0.445,-0.063,-0.895
164.571,0.457,-0.066,-0.898
164.604,0.453,-0.063,-0.895
164.637,0.445,-0.059,-0.895
164.67,0.457,-0.063,-0.891
164.703,0.441,-0.063,-0.902
164.736,0.43,-0.063,-0.91
164.769,0.438,-0.063,-0.898
164.802,0.445,-0.066,-0.898
164.835,0.453,-0.063,-0.895
164.868,0.453,-0.047,-0.895
164.901,0.445,-0.059,-0.895
164.934,0.445,-0.059,-0.895
164.967,0.441,-0.059,-0.898
165,0.441,-0.066,-0.891
165.033,0.441,-0.059,-0.898
165.066,0.449,-0.063,-0.902
165.099,0.457,-0.063,-0.895
165.132,0.445,-0.059,-0.891
165.165,0.449,-0.063,-0.898
165.198,0.449,-0.063,-0.898
165.231,0.445,-0.063,-0.898
165.264,0.449,-0.063,-0.895
165.297,0.449,-0.063,-0.898
165.33,0.453,-0.066,-0.891
165.363,0.453,-0.051,-0.898
165.396,0.445,-0.059,-0.906
165.429,0.453,-0.063,-0.898
165.462,0.445,-0.063,-0.895
165.495,0.453,-0.063,-0.895
165.528,0.445,-0.066,-0.891
165.561,0.453,-0.063,-0.898
165.594,0.445,-0.055,-0.898
165.627,0.449,-0.063,-0.898
165.66,0.453,-0.059,-0.898
165.693,0.449,-0.059,-0.891
165.726,0.453,-0.063,-0.895
165.759,0.449,-0.063,-0.891
165.792,0.441,-0.063,-0.902
165.825,0.445,-0.059,-0.898
165.858,0.453,-0.055,-0.895
165.891,0.441,-0.066,-0.895
165.924,0.445,-0.066,-0.895
165.957,0.449,-0.059,-0.895
165.99,0.453,-0.063,-0.895
166.023,0.449,-0.066,-0.898
166.056,0.445,-0.063,-0.891
166.089,0.449,-0.059,-0.902
166.122,0.445,-0.063,-0.898
166.155,0.457,-0.066,-0.898
166.188,0.453,-0.063,-0.895
166.221,0.441,-0.059,-0.902
166.254,0.441,-0.063,-0.895
166.287,0.449,-0.063,-0.898
166.32,0.453,-0.063,-0.902
166.353,0.453,-0.047,-0.898
166.386,0.449,-0.059,-0.895
166.419,0.449,-0.063,-0.895
166.452,0.445,-0.066,-0.898
166.485,0.457,-0.063,-0.895
166.518,0.453,-0.055,-0.902
166.551,0.441,-0.063,-0.895
166.584,0.438,-0.07,-0.902
166.617,0.453,-0.063,-0.902
166.65,0.457,-0.055,-0.895
166.683,0.449,-0.063,-0.898
166.716,0.434,-0.07,-0.902
166.749,0.445,-0.063,-0.895
166.782,0.461,-0.055,-0.891
166.815,0.461,-0.055,-0.891
166.848,0.453,-0.043,-0.895
166.881,0.445,-0.063,-0.902
166.914,0.445,-0.063,-0.898
166.947,0.453,-0.063,-0.891
166.98,0.449,-0.055,-0.898
167.013,0.449,-0.07,-0.898
167.046,0.441,-0.059,-0.895
167.079,0.449,-0.063,-0.895
167.112,0.457,-0.063,-0.891
167.145,0.453,-0.059,-0.898
167.178,0.441,-0.063,-0.895
167.211,0.445,-0.059,-0.891
167.244,0.457,-0.063,-0.895
167.277,0.445,-0.059,-0.902
167.31,0.438,-0.059,-0.898
167.343,0.449,-0.051,-0.902
167.376,0.449,-0.059,-0.902
167.409,0.453,-0.063,-0.895
167.442,0.445,-0.059,-0.902
167.475,0.434,-0.059,-0.906
167.508,0.445,-0.063,-0.895
167.541,0.453,-0.066,-0.895
167.574,0.438,-0.055,-0.902
167.607,0.438,-0.063,-0.902
167.64,0.457,-0.059,-0.898
167.673,0.457,-0.063,-0.895
167.706,0.445,-0.066,-0.902
167.739,0.449,-0.059,-0.898
167.772,0.453,-0.066,-0.898
167.805,0.441,-0.063,-0.895
167.838,0.453,-0.051,-0.898
167.871,0.453,-0.055,-0.898
167.904,0.441,-0.063,-0.898
167.937,0.445,-0.063,-0.902
167.97,0.445,-0.059,-0.895
168.003,0.453,-0.055,-0.895
168.036,0.449,-0.059,-0.895
168.069,0.449,-0.063,-0.895
168.102,0.445,-0.059,-0.898
168.135,0.449,-0.066,-0.895
168.168,0.445,-0.059,-0.895
168.201,0.457,-0.055,-0.898
168.234,0.461,-0.066,-0.895
168.267,0.457,-0.059,-0.898
168.3,0.457,-0.066,-0.898
168.333,0.457,-0.051,-0.895
168.366,0.438,-0.063,-0.895
168.399,0.441,-0.059,-0.898
168.432,0.453,-0.066,-0.898
168.465,0.457,-0.063,-0.895
168.498,0.449,-0.063,-0.891
168.531,0.457,-0.059,-0.898
168.564,0.457,-0.063,-0.895
168.597,0.457,-0.059,-0.895
168.63,0.445,-0.059,-0.895
168.663,0.438,-0.066,-0.906
168.696,0.438,-0.063,-0.898
168.729,0.453,-0.059,-0.891
168.762,0.457,-0.063,-0.895
168.795,0.453,-0.066,-0.891
168.828,0.445,-0.051,-0.902
168.861,0.438,-0.059,-0.906
168.894,0.445,-0.059,-0.902
168.927,0.461,-0.063,-0.895
168.96,0.449,-0.063,-0.902
168.993,0.434,-0.063,-0.906
169.026,0.438,-0.059,-0.906
169.059,0.457,-0.063,-0.898
169.092,0.445,-0.063,-0.902
169.125,0.438,-0.063,-0.902
169.158,0.438,-0.063,-0.902
169.191,0.449,-0.059,-0.902
169.224,0.438,-0.063,-0.906
169.257,0.434,-0.063,-0.902
169.29,0.434,-0.059,-0.902
169.323,0.453,-0.051,-0.898
169.356,0.465,-0.059,-0.898
169.389,0.441,-0.059,-0.906
169.422,0.426,-0.074,-0.91
169.455,0.438,-0.063,-0.902
169.488,0.453,-0.059,-0.895
169.521,0.457,-0.055,-0.895
169.554,0.449,-0.063,-0.902
169.587,0.434,-0.066,-0.902
169.62,0.422,-0.063,-0.906
169.653,0.43,-0.07,-0.91
169.686,0.438,-0.059,-0.898
169.719,0.469,-0.059,-0.891
169.752,0.465,-0.063,-0.891
169.785,0.453,-0.066,-0.902
169.818,0.449,-0.047,-0.898
169.851,0.453,-0.063,-0.898
169.884,0.453,-0.063,-0.902
169.917,0.441,-0.066,-0.902
169.95,0.438,-0.059,-0.898
169.983,0.449,-0.063,-0.898
170.016,0.457,-0.07,-0.895
170.049,0.445,-0.066,-0.895
170.082,0.445,-0.063,-0.898
170.115,0.441,-0.051,-0.898
170.148,0.449,-0.066,-0.902
170.181,0.441,-0.063,-0.898
170.214,0.457,-0.063,-0.891
170.247,0.461,-0.07,-0.902
170.28,0.438,-0.055,-0.902
170.313,0.438,-0.047,-0.906
170.346,0.438,-0.059,-0.902
170.379,0.449,-0.063,-0.895
170.412,0.453,-0.063,-0.898
170.445,0.441,-0.066,-0.898
170.478,0.434,-0.059,-0.906
170.511,0.445,-0.055,-0.895
170.544,0.457,-0.07,-0.898
170.577,0.445,-0.074,-0.898
170.61,0.438,-0.063,-0.906
170.643,0.434,-0.059,-0.902
170.676,0.441,-0.055,-0.898
170.709,0.469,-0.059,-0.891
170.742,0.453,-0.09,-0.898
170.775,0.418,-0.055,-0.934
170.808,0.402,-0.063,-0.918
170.841,0.477,-0.078,-0.879
170.874,0.484,-0.063,-0.891
170.907,0.422,-0.051,-0.914
170.94,0.406,-0.066,-0.91
170.973,0.441,-0.078,-0.902
171.006,0.465,-0.07,-0.902
171.039,0.438,-0.066,-0.902
171.072,0.438,-0.07,-0.906
171.105,0.457,-0.066,-0.898
171.138,0.438,-0.063,-0.902
171.171,0.422,-0.055,-0.91
171.204,0.441,-0.063,-0.895
171.237,0.465,-0.059,-0.891
171.27,0.449,-0.07,-0.895
171.303,0.445,-0.059,-0.906
171.336,0.434,-0.063,-0.898
171.369,0.449,-0.059,-0.898
171.402,0.441,-0.059,-0.902
171.435,0.438,-0.059,-0.906
171.468,0.441,-0.063,-0.898
171.501,0.449,-0.066,-0.895
171.534,0.449,-0.063,-0.895
171.567,0.445,-0.059,-0.895
171.6,0.441,-0.063,-0.906
171.633,0.438,-0.066,-0.895
171.666,0.445,-0.07,-0.895
171.699,0.445,-0.066,-0.898
171.732,0.449,-0.07,-0.902
171.765,0.445,-0.063,-0.898
171.798,0.441,-0.055,-0.906
171.831,0.445,-0.066,-0.906
171.864,0.441,-0.066,-0.902
171.897,0.438,-0.059,-0.906
171.93,0.445,-0.063,-0.906
171.963,0.445,-0.063,-0.902
171.996,0.434,-0.063,-0.902
172.029,0.445,-0.063,-0.898
172.062,0.445,-0.059,-0.898
172.095,0.445,-0.07,-0.902
172.128,0.438,-0.07,-0.902
172.161,0.438,-0.059,-0.902
172.194,0.445,-0.066,-0.895
172.227,0.438,-0.063,-0.902
172.26,0.434,-0.063,-0.898
172.293,0.453,-0.055,-0.895
172.326,0.449,-0.07,-0.895
172.359,0.438,-0.063,-0.898
172.392,0.441,-0.059,-0.898
172.425,0.438,-0.063,-0.906
172.458,0.438,-0.066,-0.902
172.491,0.449,-0.063,-0.898
172.524,0.449,-0.063,-0.895
172.557,0.449,-0.063,-0.898
172.59,0.441,-0.063,-0.902
172.623,0.449,-0.063,-0.902
172.656,0.441,-0.063,-0.902
172.689,0.438,-0.063,-0.902
172.722,0.434,-0.066,-0.898
172.755,0.445,-0.07,-0.902
172.788,0.449,-0.059,-0.906
172.821,0.434,-0.055,-0.906
172.854,0.438,-0.059,-0.906
172.887,0.445,-0.059,-0.902
172.92,0.453,-0.066,-0.898
172.953,0.449,-0.07,-0.902
172.986,0.43,-0.059,-0.906
173.019,0.43,-0.074,-0.906
173.052,0.449,-0.063,-0.895
173.085,0.441,-0.063,-0.891
173.118,0.434,-0.066,-0.902
173.151,0.438,-0.063,-0.906
173.184,0.438,-0.063,-0.906
173.217,0.434,-0.059,-0.906
173.25,0.449,-0.059,-0.898
173.283,0.461,-0.059,-0.898
173.316,0.453,-0.07,-0.898
173.349,0.434,-0.07,-0.906
173.382,0.43,-0.059,-0.895
173.415,0.445,-0.055,-0.898
173.448,0.461,-0.066,-0.902
173.481,0.445,-0.063,-0.906
173.514,0.434,-0.063,-0.895
173.547,0.445,-0.066,-0.898
173.58,0.449,-0.059,-0.898
173.613,0.438,-0.055,-0.902
173.646,0.441,-0.063,-0.902
173.679,0.453,-0.066,-0.898
173.712,0.449,-0.066,-0.898
173.745,0.438,-0.07,-0.898
173.778,0.453,-0.063,-0.895
173.811,0.453,-0.059,-0.902
173.844,0.438,-0.059,-0.91
173.877,0.434,-0.059,-0.906
173.91,0.445,-0.066,-0.898
173.943,0.449,-0.066,-0.895
173.976,0.445,-0.066,-0.902
174.009,0.441,-0.066,-0.902
174.042,0.438,-0.066,-0.902
174.075,0.457,-0.059,-0.895
174.108,0.469,-0.063,-0.898
174.141,0.449,-0.063,-0.898
174.174,0.445,-0.066,-0.898
174.207,0.457,-0.066,-0.898
174.24,0.453,-0.063,-0.898
174.273,0.445,-0.055,-0.898
174.306,0.449,-0.059,-0.898
174.339,0.453,-0.066,-0.895
174.372,0.449,-0.07,-0.902
174.405,0.449,-0.063,-0.895
174.438,0.453,-0.063,-0.895
174.471,0.449,-0.055,-0.891
174.504,0.441,-0.055,-0.898
174.537,0.449,-0.066,-0.891
174.57,0.453,-0.066,-0.895
174.603,0.449,-0.063,-0.891
174.636,0.449,-0.063,-0.902
174.669,0.453,-0.066,-0.898
174.702,0.449,-0.063,-0.902
174.735,0.449,-0.063,-0.898
174.768,0.445,-0.047,-0.898
174.801,0.449,-0.066,-0.895
174.834,0.449,-0.063,-0.902
174.867,0.445,-0.059,-0.902
174.9,0.441,-0.066,-0.902
174.933,0.441,-0.063,-0.902
174.966,0.453,-0.066,-0.895
174.999,0.449,-0.07,-0.898
175.032,0.441,-0.066,-0.902
175.065,0.441,-0.059,-0.902
175.098,0.449,-0.055,-0.902
175.131,0.449,-0.063,-0.895
175.164,0.434,-0.07,-0.902
175.197,0.43,-0.078,-0.902
175.23,0.434,-0.063,-0.91
175.263,0.441,-0.039,-0.902
175.296,0.43,-0.066,-0.906
175.329,0.402,-0.074,-0.914
175.362,0.223,-0.125,-1.008
175.395,-0.363,0.004,-1.316
175.428,0.113,0.246,-0.48
175.461,1.047,0.086,0.234
175.494,1.656,-0.379,0.137
175.527,1.184,-0.082,-0.328
175.56,1.547,0.102,-0.266
175.593,0.863,-0.063,-0.285
175.626,0.934,-0.289,0.137
175.659,1.223,-0.18,-0.141
175.692,0.859,-0.043,-0.543
175.725,0.242,0.223,-0.867
175.758,-1.41,0.043,-1.262
175.791,-0.539,0.164,-1.063
175.824,0.422,0.082,-0.805
175.857,1.297,-0.293,-0.676
175.89,0.727,-0.121,-0.66
175.923,0.617,-0.145,-0.828
175.956,0.434,-0.043,-0.926
175.989,0.16,0.047,-0.98
176.022,0.203,-0.016,-0.961
176.055,0.449,-0.047,-0.902
176.088,0.59,-0.098,-0.848
176.121,0.563,-0.098,-0.863
176.154,0.426,-0.055,-0.906
176.187,0.336,-0.031,-0.93
176.22,0.371,-0.043,-0.93
176.253,0.457,-0.063,-0.906
176.286,0.469,-0.082,-0.898
176.319,0.441,-0.066,-0.906
176.352,0.406,-0.07,-0.914
176.385,0.41,-0.051,-0.914
176.418,0.449,-0.023,-0.898
176.451,0.477,-0.008,-0.887
176.484,0.477,-0.07,-0.887
176.517,0.441,-0.063,-0.898
176.55,0.426,-0.063,-0.906
176.583,0.43,-0.055,-0.91
176.616,0.441,-0.086,-0.902
176.649,0.449,-0.066,-0.906
176.682,0.438,-0.055,-0.91
176.715,0.438,-0.059,-0.91
176.748,0.445,-0.051,-0.906
176.781,0.441,-0.063,-0.898
176.814,0.453,-0.063,-0.895
176.847,0.453,-0.059,-0.902
176.88,0.445,-0.055,-0.898
176.913,0.438,-0.055,-0.898
176.946,0.441,-0.051,-0.879
176.979,0.461,-0.043,-0.879
177.012,0.469,-0.055,-0.902
177.045,0.441,-0.047,-0.898
177.078,0.453,-0.051,-0.895
177.111,0.461,-0.047,-0.898
177.144,0.461,-0.055,-0.898
177.177,0.438,-0.055,-0.902
177.21,0.434,-0.051,-0.906
177.243,0.449,-0.078,-0.895
177.276,0.488,-0.012,-0.891
177.309,0.465,-0.039,-0.891
177.342,0.402,-0.039,-0.914
177.375,0.387,-0.059,-0.918
177.408,0.398,-0.066,-0.918
177.441,0.371,-0.047,-0.922
177.474,0.379,-0.047,-0.918
177.507,0.406,-0.059,-0.922
177.54,0.426,-0.059,-0.914
177.573,0.43,-0.051,-0.91
177.606,0.398,-0.051,-0.918
177.639,0.387,-0.047,-0.926
177.672,0.383,-0.051,-0.93
177.705,0.395,-0.063,-0.926
177.738,0.387,-0.047,-0.926
177.771,0.379,-0.055,-0.934
177.804,0.379,-0.051,-0.926
177.837,0.395,-0.051,-0.922
177.87,0.391,-0.063,-0.926
177.903,0.359,-0.051,-0.938
177.936,0.359,-0.059,-0.934
177.969,0.371,-0.059,-0.934
178.002,0.355,-0.066,-0.93
178.035,0.348,-0.059,-0.938
178.068,0.328,-0.059,-0.938
178.101,0.359,-0.066,-0.938
178.134,0.367,-0.07,-0.93
178.167,0.348,-0.059,-0.945
178.2,0.344,-0.059,-0.945
178.233,0.363,-0.047,-0.941
178.266,0.375,-0.055,-0.934
178.299,0.379,-0.063,-0.93
178.332,0.371,-0.059,-0.93
178.365,0.371,-0.066,-0.934
178.398,0.383,-0.051,-0.93
178.431,0.395,-0.051,-0.922
178.464,0.391,-0.051,-0.922
178.497,0.363,-0.055,-0.93
178.53,0.359,-0.063,-0.934
178.563,0.367,-0.063,-0.934
178.596,0.367,-0.051,-0.938
178.629,0.359,-0.063,-0.934
178.662,0.371,-0.07,-0.941
178.695,0.379,-0.059,-0.934
178.728,0.387,-0.047,-0.934
178.761,0.383,-0.059,-0.93
178.794,0.379,-0.07,-0.926
178.827,0.379,-0.059,-0.93
178.86,0.387,-0.059,-0.93
178.893,0.379,-0.066,-0.926
178.926,0.363,-0.055,-0.93
178.959,0.379,-0.063,-0.926
178.992,0.391,-0.063,-0.922
179.025,0.391,-0.055,-0.93
