Accelerometer X,Accelerometer Y,Accelerometer Z,Time(s)
-0.336,0.574,-0.781,91.432
-0.332,0.57,-0.781,91.443
-0.324,0.578,-0.785,91.454
-0.32,0.574,-0.781,91.465
-0.316,0.578,-0.785,91.476
-0.324,0.578,-0.781,91.487
-0.328,0.578,-0.781,91.498
-0.328,0.578,-0.785,91.509
-0.332,0.574,-0.789,91.52
-0.324,0.574,-0.789,91.531
-0.324,0.574,-0.781,91.542
-0.328,0.574,-0.781,91.553
-0.336,0.574,-0.777,91.564
-0.34,0.578,-0.777,91.575
-0.34,0.59,-0.781,91.586
-0.344,0.578,-0.777,91.597
-0.34,0.574,-0.777,91.608
-0.332,0.574,-0.781,91.619
-0.332,0.578,-0.777,91.63
-0.336,0.578,-0.777,91.641
-0.336,0.574,-0.781,91.652
-0.332,0.574,-0.773,91.663
-0.328,0.574,-0.781,91.674
-0.32,0.574,-0.781,91.685
-0.316,0.574,-0.785,91.696
-0.313,0.578,-0.785,91.707
-0.32,0.578,-0.781,91.718
-0.32,0.578,-0.781,91.729
-0.324,0.578,-0.781,91.74
-0.332,0.582,-0.785,91.751
-0.324,0.578,-0.785,91.762
-0.324,0.578,-0.785,91.773
-0.324,0.578,-0.777,91.784
-0.316,0.578,-0.773,91.795
-0.32,0.586,-0.773,91.806
-0.324,0.578,-0.777,91.817
-0.336,0.578,-0.781,91.828
-0.336,0.578,-0.781,91.839
-0.34,0.578,-0.781,91.85
-0.348,0.582,-0.785,91.861
-0.348,0.578,-0.781,91.872
-0.336,0.586,-0.773,91.883
-0.324,0.582,-0.777,91.894
-0.313,0.586,-0.773,91.905
-0.305,0.578,-0.777,91.916
-0.309,0.582,-0.781,91.927
-0.316,0.586,-0.781,91.938
-0.324,0.59,-0.781,91.949
-0.332,0.586,-0.777,91.96
-0.34,0.582,-0.777,91.971
-0.344,0.578,-0.777,91.982
-0.344,0.578,-0.777,91.993
-0.34,0.574,-0.777,92.004
-0.324,0.574,-0.773,92.015
-0.316,0.574,-0.77,92.026
-0.324,0.574,-0.777,92.037
-0.328,0.578,-0.781,92.048
-0.328,0.582,-0.777,92.059
-0.324,0.582,-0.777,92.07
-0.328,0.59,-0.777,92.081
-0.332,0.578,-0.773,92.092
-0.328,0.586,-0.773,92.103
-0.336,0.586,-0.773,92.114
-0.336,0.59,-0.773,92.125
-0.336,0.59,-0.77,92.136
-0.34,0.586,-0.773,92.147
-0.336,0.59,-0.77,92.158
-0.328,0.582,-0.773,92.169
-0.32,0.582,-0.77,92.18
-0.324,0.586,-0.777,92.191
-0.32,0.586,-0.781,92.202
-0.32,0.578,-0.777,92.213
-0.324,0.582,-0.781,92.224
-0.328,0.586,-0.777,92.235
-0.328,0.59,-0.773,92.246
-0.332,0.59,-0.773,92.257
-0.34,0.582,-0.773,92.268
-0.34,0.578,-0.777,92.279
-0.336,0.578,-0.777,92.29
-0.34,0.574,-0.773,92.301
-0.34,0.578,-0.773,92.312
-0.336,0.582,-0.773,92.323
-0.324,0.582,-0.77,92.334
-0.32,0.586,-0.77,92.345
-0.316,0.586,-0.77,92.356
-0.324,0.586,-0.77,92.367
-0.332,0.59,-0.773,92.378
-0.332,0.586,-0.781,92.389
-0.328,0.59,-0.777,92.4
-0.332,0.586,-0.773,92.411
-0.332,0.578,-0.77,92.422
-0.328,0.582,-0.773,92.433
-0.324,0.578,-0.773,92.444
-0.332,0.582,-0.781,92.455
-0.336,0.582,-0.781,92.466
-0.324,0.582,-0.773,92.477
-0.32,0.586,-0.773,92.488
-0.336,0.586,-0.773,92.499
-0.344,0.586,-0.773,92.51
-0.34,0.582,-0.773,92.521
-0.344,0.582,-0.777,92.532
-0.344,0.578,-0.777,92.543
-0.344,0.574,-0.773,92.554
-0.344,0.582,-0.777,92.565
-0.336,0.59,-0.777,92.576
-0.316,0.582,-0.773,92.587
-0.309,0.59,-0.777,92.598
-0.305,0.586,-0.777,92.609
-0.309,0.582,-0.777,92.62
-0.32,0.586,-0.773,92.631
-0.328,0.586,-0.773,92.642
-0.332,0.582,-0.773,92.653
-0.348,0.582,-0.773,92.664
-0.352,0.578,-0.773,92.675
-0.352,0.574,-0.773,92.686
-0.352,0.574,-0.773,92.697
-0.344,0.582,-0.773,92.708
-0.332,0.578,-0.773,92.719
-0.32,0.582,-0.777,92.73
-0.32,0.578,-0.777,92.741
-0.316,0.578,-0.777,92.752
-0.32,0.586,-0.781,92.763
-0.328,0.578,-0.781,92.774
-0.328,0.578,-0.781,92.785
-0.332,0.582,-0.773,92.796
-0.336,0.582,-0.77,92.807
-0.336,0.582,-0.773,92.818
-0.336,0.586,-0.777,92.829
-0.34,0.582,-0.773,92.84
-0.336,0.582,-0.773,92.851
-0.332,0.578,-0.77,92.862
-0.336,0.578,-0.77,92.873
-0.332,0.586,-0.773,92.884
-0.332,0.582,-0.781,92.895
-0.324,0.578,-0.781,92.906
-0.324,0.582,-0.781,92.917
-0.332,0.578,-0.781,92.928
-0.328,0.582,-0.777,92.939
-0.324,0.582,-0.777,92.95
-0.324,0.582,-0.773,92.961
-0.324,0.578,-0.781,92.972
-0.328,0.574,-0.785,92.983
-0.328,0.578,-0.781,92.994
-0.324,0.574,-0.777,93.005
-0.332,0.582,-0.781,93.016
-0.34,0.578,-0.781,93.027
-0.332,0.578,-0.777,93.038
-0.328,0.582,-0.773,93.049
-0.328,0.582,-0.777,93.06
-0.32,0.594,-0.773,93.071
-0.332,0.582,-0.777,93.082
-0.324,0.582,-0.785,93.093
-0.324,0.578,-0.789,93.104
-0.324,0.582,-0.785,93.115
-0.324,0.582,-0.781,93.126
-0.32,0.578,-0.781,93.137
-0.324,0.582,-0.777,93.148
-0.32,0.578,-0.773,93.159
-0.32,0.574,-0.777,93.17
-0.328,0.578,-0.785,93.181
-0.336,0.578,-0.785,93.192
-0.34,0.578,-0.785,93.203
-0.332,0.578,-0.781,93.214
-0.332,0.578,-0.785,93.225
-0.34,0.582,-0.785,93.236
-0.344,0.578,-0.781,93.247
-0.344,0.574,-0.781,93.258
-0.332,0.582,-0.777,93.269
-0.316,0.578,-0.777,93.28
-0.313,0.57,-0.777,93.291
-0.313,0.574,-0.785,93.302
-0.313,0.578,-0.785,93.313
-0.309,0.578,-0.777,93.324
-0.316,0.586,-0.781,93.335
-0.32,0.586,-0.785,93.346
-0.332,0.578,-0.781,93.357
-0.336,0.574,-0.777,93.368
-0.336,0.578,-0.777,93.379
-0.34,0.582,-0.785,93.39
-0.34,0.578,-0.781,93.401
-0.34,0.574,-0.781,93.412
-0.34,0.578,-0.785,93.423
-0.332,0.574,-0.785,93.434
-0.332,0.578,-0.785,93.445
-0.324,0.578,-0.785,93.456
-0.316,0.574,-0.785,93.467
-0.313,0.574,-0.785,93.478
-0.313,0.578,-0.785,93.489
-0.32,0.574,-0.785,93.5
-0.332,0.578,-0.781,93.511
-0.336,0.574,-0.777,93.522
-0.336,0.582,-0.777,93.533
-0.332,0.582,-0.773,93.544
-0.328,0.574,-0.773,93.555
-0.32,0.586,-0.773,93.566
-0.332,0.582,-0.773,93.577
-0.332,0.578,-0.777,93.588
-0.328,0.582,-0.781,93.599
-0.324,0.578,-0.785,93.61
-0.328,0.578,-0.785,93.621
-0.324,0.574,-0.785,93.632
-0.32,0.57,-0.781,93.643
-0.32,0.57,-0.781,93.654
-0.332,0.57,-0.785,93.665
-0.328,0.57,-0.785,93.676
-0.328,0.57,-0.789,93.687
-0.328,0.574,-0.785,93.698
-0.328,0.578,-0.781,93.709
-0.332,0.578,-0.785,93.72
-0.324,0.578,-0.777,93.731
-0.328,0.578,-0.773,93.742
-0.328,0.574,-0.773,93.753
-0.336,0.574,-0.781,93.764
-0.336,0.574,-0.785,93.775
-0.324,0.574,-0.785,93.786
-0.32,0.574,-0.789,93.797
-0.32,0.574,-0.789,93.808
-0.328,0.578,-0.781,93.819
-0.332,0.574,-0.781,93.83
-0.324,0.57,-0.777,93.841
-0.328,0.578,-0.777,93.852
-0.328,0.574,-0.781,93.863
-0.332,0.574,-0.785,93.874
-0.332,0.574,-0.793,93.885
-0.336,0.57,-0.793,93.896
-0.328,0.57,-0.789,93.907
-0.328,0.574,-0.789,93.918
-0.332,0.57,-0.789,93.929
-0.336,0.574,-0.789,93.94
-0.34,0.582,-0.789,93.951
-0.34,0.594,-0.789,93.962
-0.34,0.605,-0.781,93.973
-0.344,0.617,-0.781,93.984
-0.355,0.617,-0.785,93.995
-0.359,0.625,-0.789,94.006
-0.363,0.645,-0.797,94.017
-0.395,0.656,-0.801,94.028
-0.434,0.66,-0.805,94.039
-0.457,0.668,-0.805,94.05
-0.43,0.691,-0.789,94.061
-0.371,0.691,-0.754,94.072
-0.324,0.711,-0.738,94.083
-0.32,0.742,-0.715,94.094
-0.32,0.77,-0.695,94.105
-0.336,0.789,-0.688,94.116
-0.352,0.809,-0.68,94.127
-0.383,0.809,-0.676,94.138
-0.402,0.813,-0.688,94.149
-0.406,0.82,-0.715,94.16
-0.395,0.852,-0.742,94.171
-0.363,0.879,-0.746,94.182
-0.336,0.863,-0.738,94.193
-0.324,0.832,-0.738,94.204
-0.328,0.797,-0.734,94.215
-0.348,0.766,-0.727,94.226
-0.375,0.734,-0.715,94.237
-0.41,0.691,-0.711,94.248
-0.453,0.648,-0.707,94.259
-0.469,0.609,-0.699,94.27
-0.461,0.57,-0.688,94.281
-0.434,0.523,-0.672,94.292
-0.387,0.477,-0.668,94.303
-0.332,0.414,-0.664,94.314
-0.297,0.359,-0.652,94.325
-0.277,0.281,-0.656,94.336
-0.285,0.18,-0.664,94.347
-0.313,0.059,-0.684,94.358
-0.363,-0.047,-0.688,94.369
-0.414,-0.098,-0.668,94.38
-0.434,-0.07,-0.617,94.391
-0.391,-0.008,-0.559,94.402
-0.281,0.039,-0.543,94.413
-0.129,0.047,-0.555,94.424
0.027,0.004,-0.609,94.435
0.156,-0.059,-0.684,94.446
0.23,-0.141,-0.762,94.457
0.258,-0.207,-0.824,94.468
0.281,-0.273,-0.875,94.479
0.313,-0.332,-0.914,94.49
0.336,-0.375,-0.934,94.501
0.348,-0.402,-0.961,94.512
0.348,-0.43,-0.992,94.523
0.336,-0.453,-1.012,94.534
0.34,-0.473,-1.031,94.545
0.352,-0.477,-1.051,94.556
0.348,-0.488,-1.055,94.567
0.332,-0.496,-1.074,94.578
0.309,-0.492,-1.082,94.589
0.301,-0.492,-1.082,94.6
0.313,-0.488,-1.082,94.611
0.309,-0.488,-1.105,94.622
0.277,-0.48,-1.141,94.633
0.238,-0.477,-1.152,94.644
0.223,-0.469,-1.133,94.655
0.25,-0.449,-1.078,94.666
0.301,-0.43,-1.004,94.677
0.344,-0.406,-0.938,94.688
0.379,-0.398,-0.879,94.699
0.418,-0.387,-0.828,94.71
0.453,-0.379,-0.793,94.721
0.473,-0.363,-0.762,94.732
0.473,-0.352,-0.734,94.743
0.461,-0.336,-0.727,94.754
0.453,-0.324,-0.723,94.765
0.453,-0.324,-0.727,94.776
0.461,-0.32,-0.73,94.787
0.457,-0.328,-0.762,94.798
0.453,-0.352,-0.789,94.809
0.469,-0.375,-0.82,94.82
0.488,-0.406,-0.84,94.831
0.5,-0.414,-0.859,94.842
0.5,-0.414,-0.859,94.853
0.504,-0.406,-0.859,94.864
0.5,-0.402,-0.848,94.875
0.504,-0.402,-0.828,94.886
0.512,-0.387,-0.801,94.897
0.52,-0.379,-0.781,94.908
0.531,-0.371,-0.766,94.919
0.551,-0.371,-0.77,94.93
0.586,-0.383,-0.773,94.941
0.605,-0.398,-0.785,94.952
0.617,-0.414,-0.805,94.963
0.621,-0.43,-0.82,94.974
0.605,-0.445,-0.828,94.985
0.586,-0.445,-0.836,94.996
0.555,-0.434,-0.84,95.007
0.531,-0.434,-0.855,95.018
0.504,-0.426,-0.871,95.029
0.473,-0.422,-0.879,95.04
0.457,-0.402,-0.879,95.051
0.457,-0.398,-0.863,95.062
0.484,-0.379,-0.855,95.073
0.52,-0.359,-0.832,95.084
0.559,-0.344,-0.813,95.095
0.578,-0.324,-0.789,95.106
0.586,-0.313,-0.773,95.117
0.602,-0.305,-0.754,95.128
0.613,-0.301,-0.746,95.139
0.637,-0.305,-0.742,95.15
0.641,-0.305,-0.742,95.161
0.641,-0.297,-0.738,95.172
0.633,-0.301,-0.738,95.183
0.641,-0.305,-0.734,95.194
0.637,-0.301,-0.719,95.205
0.633,-0.297,-0.707,95.216
0.641,-0.301,-0.699,95.227
0.652,-0.305,-0.691,95.238
0.66,-0.309,-0.684,95.249
0.68,-0.309,-0.684,95.26
0.688,-0.313,-0.688,95.271
0.711,-0.309,-0.691,95.282
0.723,-0.309,-0.699,95.293
0.734,-0.309,-0.703,95.304
0.734,-0.305,-0.703,95.315
0.73,-0.301,-0.703,95.326
0.73,-0.297,-0.699,95.337
0.73,-0.293,-0.695,95.348
0.742,-0.297,-0.691,95.359
0.734,-0.293,-0.684,95.37
0.727,-0.285,-0.676,95.381
0.715,-0.281,-0.684,95.392
0.734,-0.273,-0.684,95.403
0.75,-0.277,-0.68,95.414
0.75,-0.277,-0.688,95.425
0.742,-0.277,-0.68,95.436
0.73,-0.277,-0.684,95.447
0.723,-0.285,-0.688,95.458
0.719,-0.289,-0.695,95.469
0.727,-0.293,-0.691,95.48
0.727,-0.289,-0.688,95.491
0.727,-0.285,-0.684,95.502
0.723,-0.281,-0.68,95.513
0.715,-0.273,-0.68,95.524
0.707,-0.273,-0.691,95.535
0.703,-0.266,-0.699,95.546
0.691,-0.273,-0.703,95.557
0.688,-0.277,-0.707,95.568
0.668,-0.277,-0.707,95.579
0.652,-0.277,-0.707,95.59
0.641,-0.273,-0.707,95.601
0.629,-0.273,-0.711,95.612
0.625,-0.273,-0.711,95.623
0.617,-0.273,-0.715,95.634
0.609,-0.273,-0.711,95.645
0.617,-0.27,-0.707,95.656
0.637,-0.273,-0.707,95.667
0.668,-0.273,-0.715,95.678
0.703,-0.289,-0.738,95.689
0.738,-0.301,-0.758,95.7
0.746,-0.305,-0.758,95.711
0.719,-0.293,-0.754,95.722
0.676,-0.273,-0.75,95.733
0.633,-0.266,-0.738,95.744
0.617,-0.27,-0.738,95.755
0.617,-0.273,-0.738,95.766
0.633,-0.277,-0.742,95.777
0.648,-0.27,-0.746,95.788
0.652,-0.262,-0.746,95.799
0.641,-0.254,-0.75,95.81
0.621,-0.25,-0.754,95.821
0.602,-0.258,-0.758,95.832
0.594,-0.266,-0.762,95.843
0.598,-0.27,-0.762,95.854
0.609,-0.273,-0.762,95.865
0.609,-0.273,-0.77,95.876
0.605,-0.273,-0.77,95.887
0.598,-0.273,-0.77,95.898
0.59,-0.273,-0.762,95.909
0.59,-0.273,-0.766,95.92
0.594,-0.281,-0.766,95.931
0.594,-0.281,-0.77,95.942
0.594,-0.277,-0.77,95.953
0.594,-0.281,-0.766,95.964
0.598,-0.285,-0.77,95.975
0.602,-0.281,-0.77,95.986
0.602,-0.281,-0.766,95.997
0.602,-0.277,-0.766,96.008
0.605,-0.277,-0.766,96.019
0.605,-0.273,-0.766,96.03
0.613,-0.266,-0.766,96.041
0.613,-0.273,-0.766,96.052
0.613,-0.285,-0.766,96.063
0.613,-0.281,-0.766,96.074
0.605,-0.277,-0.758,96.085
0.605,-0.277,-0.754,96.096
0.605,-0.273,-0.754,96.107
0.605,-0.277,-0.754,96.118
0.613,-0.273,-0.762,96.129
0.617,-0.277,-0.762,96.14
0.617,-0.277,-0.762,96.151
0.617,-0.277,-0.762,96.162
0.617,-0.277,-0.758,96.173
0.621,-0.277,-0.762,96.184
0.625,-0.281,-0.758,96.195
0.625,-0.281,-0.754,96.206
0.621,-0.277,-0.754,96.217
0.617,-0.281,-0.75,96.228
0.621,-0.277,-0.746,96.239
0.621,-0.273,-0.746,96.25
0.625,-0.273,-0.75,96.261
0.629,-0.273,-0.754,96.272
0.633,-0.277,-0.754,96.283
0.625,-0.273,-0.758,96.294
0.625,-0.273,-0.758,96.305
0.621,-0.273,-0.75,96.316
0.617,-0.273,-0.746,96.327
0.617,-0.273,-0.746,96.338
0.617,-0.27,-0.75,96.349
0.625,-0.27,-0.75,96.36
0.629,-0.27,-0.75,96.371
0.629,-0.266,-0.75,96.382
0.629,-0.262,-0.75,96.393
0.633,-0.27,-0.75,96.404
0.637,-0.273,-0.746,96.415
0.645,-0.281,-0.746,96.426
0.652,-0.281,-0.746,96.437
0.645,-0.273,-0.746,96.448
0.637,-0.27,-0.742,96.459
0.629,-0.27,-0.742,96.47
0.637,-0.27,-0.742,96.481
0.641,-0.273,-0.746,96.492
0.645,-0.27,-0.746,96.503
0.641,-0.27,-0.75,96.514
0.641,-0.262,-0.746,96.525
0.648,-0.258,-0.746,96.536
0.645,-0.266,-0.738,96.547
0.637,-0.262,-0.746,96.558
0.637,-0.266,-0.746,96.569
0.633,-0.27,-0.742,96.58
0.633,-0.27,-0.742,96.591
0.629,-0.273,-0.742,96.602
0.641,-0.27,-0.746,96.613
0.648,-0.27,-0.75,96.624
0.652,-0.27,-0.75,96.635
0.641,-0.266,-0.746,96.646
0.629,-0.262,-0.75,96.657
0.621,-0.262,-0.754,96.668
0.625,-0.262,-0.754,96.679
0.625,-0.27,-0.754,96.69
0.637,-0.27,-0.754,96.701
0.629,-0.273,-0.746,96.712
0.625,-0.273,-0.746,96.723
0.625,-0.273,-0.742,96.734
0.621,-0.273,-0.746,96.745
0.625,-0.273,-0.75,96.756
0.625,-0.273,-0.75,96.767
0.629,-0.262,-0.75,96.778
0.621,-0.266,-0.75,96.789
0.621,-0.266,-0.758,96.8
0.621,-0.266,-0.754,96.811
0.629,-0.27,-0.754,96.822
0.625,-0.273,-0.754,96.833
0.625,-0.273,-0.758,96.844
0.621,-0.27,-0.754,96.855
0.625,-0.27,-0.75,96.866
0.629,-0.27,-0.75,96.877
0.633,-0.27,-0.75,96.888
0.633,-0.266,-0.75,96.899
0.629,-0.262,-0.746,96.91
0.625,-0.266,-0.746,96.921
0.621,-0.27,-0.746,96.932
0.621,-0.266,-0.75,96.943
0.629,-0.266,-0.75,96.954
0.641,-0.266,-0.75,96.965
0.641,-0.27,-0.754,96.976
0.637,-0.273,-0.746,96.987
0.633,-0.266,-0.746,96.998
0.633,-0.266,-0.746,97.009
0.641,-0.27,-0.746,97.02
0.637,-0.262,-0.75,97.031
0.633,-0.27,-0.746,97.042
0.629,-0.27,-0.746,97.053
0.625,-0.27,-0.75,97.064
0.629,-0.27,-0.75,97.075
0.629,-0.27,-0.75,97.086
0.629,-0.27,-0.746,97.097
0.629,-0.266,-0.75,97.108
0.637,-0.273,-0.75,97.119
0.641,-0.273,-0.75,97.13
0.641,-0.27,-0.75,97.141
0.629,-0.27,-0.742,97.152
0.625,-0.27,-0.746,97.163
0.625,-0.266,-0.746,97.174
0.629,-0.27,-0.75,97.185
0.629,-0.266,-0.75,97.196
0.629,-0.266,-0.746,97.207
0.629,-0.27,-0.746,97.218
0.633,-0.27,-0.746,97.229
0.629,-0.27,-0.746,97.24
0.625,-0.27,-0.742,97.251
0.629,-0.273,-0.742,97.262
0.629,-0.27,-0.746,97.273
0.621,-0.27,-0.75,97.284
0.621,-0.266,-0.75,97.295
0.629,-0.27,-0.75,97.306
0.645,-0.27,-0.754,97.317
0.652,-0.27,-0.754,97.328
0.637,-0.266,-0.754,97.339
0.625,-0.266,-0.754,97.35
0.621,-0.27,-0.758,97.361
0.621,-0.266,-0.754,97.372
0.633,-0.266,-0.75,97.383
0.629,-0.266,-0.746,97.394
0.625,-0.262,-0.746,97.405
0.625,-0.27,-0.746,97.416
0.633,-0.27,-0.742,97.427
0.633,-0.27,-0.746,97.438
0.633,-0.273,-0.746,97.449
0.633,-0.27,-0.746,97.46
0.633,-0.27,-0.75,97.471
0.629,-0.273,-0.75,97.482
0.629,-0.266,-0.754,97.493
0.629,-0.266,-0.754,97.504
0.633,-0.266,-0.754,97.515
0.637,-0.25,-0.75,97.526
0.625,-0.258,-0.746,97.537
0.625,-0.262,-0.746,97.548
0.629,-0.266,-0.746,97.559
0.625,-0.266,-0.742,97.57
0.625,-0.258,-0.742,97.581
0.633,-0.266,-0.746,97.592
0.629,-0.266,-0.742,97.603
0.629,-0.266,-0.75,97.614
0.629,-0.262,-0.75,97.625
0.629,-0.266,-0.754,97.636
0.633,-0.27,-0.75,97.647
0.641,-0.27,-0.75,97.658
0.633,-0.266,-0.75,97.669
0.633,-0.27,-0.746,97.68
0.637,-0.273,-0.746,97.691
0.641,-0.273,-0.75,97.702
0.633,-0.27,-0.742,97.713
0.633,-0.266,-0.742,97.724
0.633,-0.27,-0.746,97.735
0.637,-0.27,-0.746,97.746
0.633,-0.266,-0.742,97.757
0.641,-0.27,-0.75,97.768
0.633,-0.266,-0.75,97.779
0.633,-0.27,-0.75,97.79
0.633,-0.27,-0.75,97.801
0.629,-0.27,-0.75,97.812
0.629,-0.266,-0.75,97.823
0.637,-0.27,-0.75,97.834
0.637,-0.266,-0.75,97.845
0.633,-0.266,-0.75,97.856
0.629,-0.266,-0.742,97.867
0.629,-0.266,-0.746,97.878
0.629,-0.27,-0.75,97.889
0.633,-0.266,-0.75,97.9
0.625,-0.262,-0.746,97.911
0.625,-0.262,-0.746,97.922
0.625,-0.262,-0.746,97.933
0.633,-0.266,-0.746,97.944
0.637,-0.27,-0.746,97.955
0.641,-0.273,-0.754,97.966
0.633,-0.273,-0.746,97.977
0.629,-0.27,-0.746,97.988
0.629,-0.273,-0.746,97.999
0.621,-0.27,-0.742,98.01
0.629,-0.254,-0.742,98.021
0.629,-0.266,-0.742,98.032
0.629,-0.266,-0.746,98.043
0.625,-0.27,-0.754,98.054
0.629,-0.27,-0.75,98.065
0.641,-0.27,-0.746,98.076
0.652,-0.27,-0.746,98.087
0.652,-0.266,-0.746,98.098
0.641,-0.266,-0.75,98.109
0.629,-0.262,-0.75,98.12
0.625,-0.262,-0.75,98.131
0.633,-0.266,-0.754,98.142
0.637,-0.262,-0.754,98.153
0.633,-0.266,-0.746,98.164
0.625,-0.266,-0.742,98.175
0.633,-0.27,-0.738,98.186
0.637,-0.266,-0.742,98.197
0.637,-0.27,-0.738,98.208
0.637,-0.27,-0.742,98.219
0.637,-0.27,-0.742,98.23
0.633,-0.273,-0.742,98.241
0.633,-0.27,-0.75,98.252
0.633,-0.27,-0.75,98.263
0.637,-0.27,-0.75,98.274
0.637,-0.266,-0.746,98.285
0.637,-0.27,-0.746,98.296
0.625,-0.27,-0.746,98.307
0.625,-0.27,-0.742,98.318
0.633,-0.27,-0.742,98.329
0.633,-0.262,-0.738,98.34
0.629,-0.262,-0.742,98.351
0.625,-0.27,-0.738,98.362
0.625,-0.262,-0.746,98.373
0.625,-0.258,-0.746,98.384
0.629,-0.262,-0.746,98.395
0.637,-0.27,-0.75,98.406
0.629,-0.266,-0.75,98.417
0.633,-0.27,-0.746,98.428
0.637,-0.27,-0.746,98.439
0.633,-0.27,-0.746,98.45
0.637,-0.273,-0.746,98.461
0.637,-0.277,-0.746,98.472
0.641,-0.273,-0.746,98.483
0.633,-0.266,-0.742,98.494
0.629,-0.27,-0.742,98.505
0.637,-0.258,-0.746,98.516
0.641,-0.27,-0.742,98.527
0.645,-0.273,-0.75,98.538
0.641,-0.273,-0.75,98.549
0.637,-0.27,-0.746,98.56
0.629,-0.27,-0.746,98.571
0.633,-0.273,-0.746,98.582
0.633,-0.27,-0.746,98.593
0.637,-0.27,-0.742,98.604
0.641,-0.27,-0.75,98.615
0.633,-0.27,-0.742,98.626
0.629,-0.266,-0.742,98.637
0.629,-0.27,-0.742,98.648
0.633,-0.27,-0.738,98.659
0.637,-0.273,-0.742,98.67
0.637,-0.266,-0.742,98.681
0.637,-0.273,-0.738,98.692
0.633,-0.27,-0.742,98.703
0.641,-0.27,-0.738,98.714
0.645,-0.27,-0.742,98.725
0.645,-0.27,-0.742,98.736
0.633,-0.273,-0.742,98.747
0.633,-0.273,-0.742,98.758
0.637,-0.273,-0.742,98.769
0.641,-0.277,-0.742,98.78
0.637,-0.27,-0.738,98.791
0.641,-0.273,-0.738,98.802
0.637,-0.273,-0.738,98.813
0.633,-0.273,-0.738,98.824
0.641,-0.281,-0.742,98.835
0.637,-0.277,-0.746,98.846
0.637,-0.277,-0.746,98.857
0.645,-0.273,-0.742,98.868
0.652,-0.277,-0.746,98.879
0.656,-0.277,-0.746,98.89
0.656,-0.281,-0.75,98.901
0.66,-0.289,-0.758,98.912
0.664,-0.301,-0.766,98.923
0.668,-0.305,-0.77,98.934
0.68,-0.316,-0.777,98.945
0.676,-0.328,-0.789,98.956
0.664,-0.332,-0.789,98.967
0.66,-0.34,-0.793,98.978
0.652,-0.348,-0.809,98.989
0.664,-0.398,-0.824,99
0.734,-0.43,-0.844,99.011
0.785,-0.445,-0.852,99.022
0.813,-0.441,-0.859,99.033
0.793,-0.453,-0.855,99.044
0.754,-0.469,-0.824,99.055
0.77,-0.5,-0.809,99.066
0.801,-0.516,-0.813,99.077
0.809,-0.516,-0.82,99.088
0.777,-0.512,-0.824,99.099
0.742,-0.52,-0.824,99.11
0.707,-0.523,-0.82,99.121
0.707,-0.523,-0.813,99.132
0.711,-0.512,-0.793,99.143
0.723,-0.5,-0.777,99.154
0.734,-0.473,-0.781,99.165
0.742,-0.453,-0.777,99.176
0.727,-0.441,-0.762,99.187
0.699,-0.426,-0.754,99.198
0.672,-0.414,-0.754,99.209
0.637,-0.406,-0.766,99.22
0.594,-0.391,-0.785,99.231
0.547,-0.383,-0.793,99.242
0.52,-0.375,-0.797,99.253
0.5,-0.363,-0.785,99.264
0.5,-0.348,-0.773,99.275
0.492,-0.336,-0.773,99.286
0.477,-0.324,-0.773,99.297
0.457,-0.313,-0.781,99.308
0.434,-0.305,-0.789,99.319
0.406,-0.289,-0.793,99.33
0.379,-0.281,-0.805,99.341
0.352,-0.266,-0.813,99.352
0.316,-0.254,-0.816,99.363
0.285,-0.242,-0.813,99.374
0.262,-0.227,-0.809,99.385
0.242,-0.211,-0.805,99.396
0.223,-0.203,-0.801,99.407
0.195,-0.188,-0.801,99.418
0.168,-0.172,-0.809,99.429
0.141,-0.16,-0.816,99.44
0.121,-0.148,-0.828,99.451
0.109,-0.137,-0.836,99.462
0.102,-0.133,-0.848,99.473
0.086,-0.125,-0.855,99.484
0.074,-0.105,-0.855,99.495
0.055,-0.082,-0.859,99.506
0.027,-0.066,-0.863,99.517
0.004,-0.043,-0.875,99.528
0,-0.023,-0.879,99.539
0.004,-0.016,-0.879,99.55
-0.02,-0.016,-0.875,99.561
-0.07,-0.012,-0.875,99.572
-0.156,-0.004,-0.871,99.583
-0.273,0.031,-0.871,99.594
-0.371,0.051,-0.859,99.605
-0.473,0.035,-0.855,99.616
-0.559,0.008,-0.832,99.627
-0.582,0,-0.809,99.638
-0.551,0.016,-0.789,99.649
-0.508,0.059,-0.766,99.66
-0.453,0.094,-0.746,99.671
-0.418,0.125,-0.738,99.682
-0.398,0.145,-0.73,99.693
-0.387,0.156,-0.715,99.704
-0.406,0.18,-0.711,99.715
-0.441,0.219,-0.707,99.726
-0.465,0.266,-0.695,99.737
-0.488,0.313,-0.684,99.748
-0.496,0.344,-0.676,99.759
-0.523,0.367,-0.672,99.77
-0.539,0.395,-0.66,99.781
-0.566,0.426,-0.66,99.792
-0.582,0.461,-0.668,99.803
-0.598,0.477,-0.672,99.814
-0.621,0.484,-0.676,99.825
-0.637,0.5,-0.672,99.836
-0.648,0.52,-0.664,99.847
-0.66,0.543,-0.66,99.858
-0.684,0.563,-0.652,99.869
-0.699,0.57,-0.645,99.88
-0.715,0.578,-0.637,99.891
-0.715,0.598,-0.645,99.902
-0.719,0.645,-0.668,99.913
-0.703,0.734,-0.699,99.924
-0.672,0.844,-0.707,99.935
-0.637,0.938,-0.699,99.946
-0.605,0.973,-0.684,99.957
